engine,clip,audio_s,proc_s,rtf,wer,cer,reference,hypothesis
local,common_voice_pt_39865401.mp3,5.76,2.41,0.418,0.1250,0.0500,utilizamos version control para gerenciar mudanças no código,utilizamos version control para diferenciar mudanças no código
local,common_voice_pt_35909534.mp3,3.82,2.41,0.631,0.0000,0.0000,feliz aniversário para a garota de sorte de nós,feliz aniversário para a garota de sorte de nós
local,common_voice_pt_35909543.mp3,2.16,2.29,1.061,0.0000,0.0000,conceição da feira,conceição da feira
local,common_voice_pt_35909603.mp3,4.68,2.32,0.497,0.4444,0.0968,rever desde o início estas teorias ou rechaçálas completamente,rever desde o início essas teorias ou reche a salas completamente
local,common_voice_pt_35909420.mp3,2.30,2.37,1.027,0.0000,0.0000,rolando morro abaixo,rolando morro abaixo
local,common_voice_pt_35909530.mp3,3.56,2.41,0.675,0.0000,0.0000,tem chifres de pedra em ambos os lados,tem chifres de pedra em ambos os lados
local,common_voice_pt_35909411.mp3,5.11,2.45,0.480,0.0000,0.0000,o melhoramento o apoio e o restabelecimento de sua economia,o melhoramento o apoio e o restabelecimento de sua economia
local,common_voice_pt_35909389.mp3,6.37,2.50,0.392,0.0000,0.0000,a pessoa jurídica estrangeira que nele tiver agência filial ou sucursal,a pessoa jurídica estrangeira que nele tiver agência filial ou sucursal
local,common_voice_pt_35909576.mp3,4.68,2.43,0.520,0.3333,0.0351,respeitadas disposições específicas constantes de tratado,respeitada as disposições específicas constantes de tratado
local,common_voice_pt_27024227.mp3,2.74,2.27,0.831,0.0000,0.0000,ela está molhada,ela está molhada
local,common_voice_pt_27024355.mp3,5.33,2.40,0.450,0.0000,0.0000,participar de reuniões do ministério da indústria turismo e comércio,participar de reuniões do ministério da indústria turismo e comércio
local,common_voice_pt_27024223.mp3,7.49,2.59,0.346,0.0000,0.0000,a incorporação do inglês com a metodologia apropriada será precoce e progressiva,a incorporação do inglês com a metodologia apropriada será precoce e progressiva
local,common_voice_pt_27024225.mp3,2.92,2.28,0.781,0.6667,0.2222,apressado come cru,apressado com micro
local,common_voice_pt_27024229.mp3,4.32,2.32,0.538,0.0000,0.0000,para sua tristeza a indignação aconteceu,para sua tristeza a indignação aconteceu
local,common_voice_pt_27024272.mp3,2.74,2.27,0.831,0.0000,0.0000,a pequena é 1 desmiolada,a pequena é 1 desmiolada
local,common_voice_pt_27024273.mp3,3.24,2.38,0.733,0.0000,0.0000,eles são delicados dizem eles,eles são delicados dizem eles
local,common_voice_pt_27024279.mp3,3.64,2.42,0.664,0.0000,0.0000,no inverno o melhor amigo é 1 bom casaco,no inverno o melhor amigo é 1 bom casaco
local,common_voice_pt_27024354.mp3,3.42,2.43,0.711,0.1667,0.0513,fevereiro floresce a flor de amendoeira,peverero floresce a flor de amendoeira
local,common_voice_pt_27024350.mp3,2.56,2.34,0.916,0.0000,0.0000,isso é o que ele diz,isso é o que ele diz
local,common_voice_pt_31134372.mp3,3.02,2.18,0.719,0.6667,0.3529,gasolina e diesel,vazolina e jesus
local,common_voice_pt_31134306.mp3,5.04,2.35,0.467,0.2222,0.1429,floração de flores mais cedo do que seres humanos,floração de flores e mexedos do que seres humanos
local,common_voice_pt_31134279.mp3,3.53,2.29,0.649,0.5000,0.1935,a ganância comeu o bolo inteiro,a ganância com o meu polo inteiro
local,common_voice_pt_31134278.mp3,4.86,2.36,0.486,0.1429,0.0556,para o ferreiro não vá vender baldes,para o ferreiro não vai vender baldes
local,common_voice_pt_32941951.mp3,5.11,2.54,0.496,0.0000,0.0000,colocou em pauta novamente a questão do aborto,colocou em pauta novamente a questão do aborto
local,common_voice_pt_32941940.mp3,3.35,2.31,0.689,0.0000,0.0000,usar a inteligência para o bem,usar a inteligência para o bem
local,common_voice_pt_32941950.mp3,6.66,2.40,0.360,0.0000,0.0000,o país valenciano no entanto não desfruta precisamente dessas características virgens,o país valenciano no entanto não desfruta precisamente dessas características virgens
local,common_voice_pt_32941941.mp3,5.22,2.35,0.449,0.2000,0.1071,o novo colaborador já se implicou em fofocas e confusões,o novo clonobrador já se implica em fofocas e confusões
local,common_voice_pt_32941942.mp3,4.39,2.33,0.530,0.2500,0.0645,cumprindo obrigações na calunga,compringo obrigações na calunga
local,common_voice_pt_32941944.mp3,2.84,2.24,0.787,1.7500,0.6522,as meias estão rasgadas,has me as he still has a goddess
local,common_voice_pt_32941949.mp3,3.46,2.36,0.683,0.2857,0.0811,como decorar seu lar para a primavera,como decorar celular para a primavera
local,common_voice_pt_32941946.mp3,4.79,2.38,0.498,0.1250,0.0213,o problema está em eles desobedecerem às ordens,o problema está em eles desobedecerem as ordens
local,common_voice_pt_32941952.mp3,4.61,2.31,0.500,0.0000,0.0000,foi atrás da população desbancarizada,foi atrás da população desbancarizada
local,common_voice_pt_20464933.mp3,6.10,2.45,0.402,0.3750,0.1500,1 menina com 1 moicano azul está andando,1 menina com 1 hecano a sua está andando
local,common_voice_pt_20464932.mp3,3.38,2.23,0.660,0.0000,0.0000,meu calendário está cheio,meu calendário está cheio
local,common_voice_pt_20464934.mp3,5.78,2.33,0.403,0.0000,0.0000,tocar música de dispositivos a partir dos anos 40,tocar música de dispositivos a partir dos anos 40
local,common_voice_pt_20464852.mp3,4.94,2.28,0.462,0.0000,0.0000,após o período de licença maternidade,após o período de licença maternidade
local,common_voice_pt_20464853.mp3,5.14,2.25,0.439,0.1250,0.0588,qual é o preço do dólar no momento,qual o preço do dólar no momento
local,common_voice_pt_20464854.mp3,6.38,2.48,0.389,0.2222,0.0577,2 ciclistas em amarelo estão competindo em 1 corrida,2 ciclistas em amarela estão copentindo em 1 corrida
local,common_voice_pt_20464857.mp3,5.78,3.00,0.519,0.0000,0.0000,1 homem de calça preta subindo em 1 parede de pedra,1 homem de calça preta subindo em 1 parede de pedra
local,common_voice_pt_20464859.mp3,5.54,2.74,0.493,0.1250,0.0385,estudos clínicos da nova vacina ainda são excelentes,e estudos clínicos da nova vacina ainda são excelentes
local,common_voice_pt_20464860.mp3,3.46,2.35,0.679,1.3333,1.0769,como vai você,кому вайлы с ним
local,common_voice_pt_20464935.mp3,5.06,2.62,0.517,0.0000,0.0000,você quer dizer que o discurso que você está escrevendo,você quer dizer que o discurso que você está escrevendo
local,common_voice_pt_20464936.mp3,5.06,2.32,0.457,0.0000,0.0000,todo mundo quieto e pronto para 1 emergência,todo mundo quieto e pronto para 1 emergência
local,common_voice_pt_19401757.mp3,5.90,2.54,0.431,0.1667,0.0484,no dia seguinte o menino voltou ao poço esperando ver a menina,no dia seguinte o menino voltou ao poço esperando virar menina
local,common_voice_pt_19401752.mp3,4.22,2.30,0.544,0.0000,0.0000,1 grupo de crianças está competindo em 1 revezamento,1 grupo de crianças está competindo em 1 revezamento
local,common_voice_pt_19401756.mp3,2.74,2.28,0.834,0.5000,0.1154,verifique os sinais vitais,verifique os sinais de tais
local,common_voice_pt_19401743.mp3,6.14,2.27,0.370,0.2500,0.1176,o uso ilegal de software é 1 crime,ou o uso legal de software é 1 crime
local,common_voice_pt_19401745.mp3,3.34,2.27,0.680,1.2500,0.7895,você orou ao senhor,well see oro all single
local,common_voice_pt_19401747.mp3,3.14,2.37,0.753,0.0000,0.0000,use 1 capacete de vídeo,use 1 capacete de vídeo
local,common_voice_pt_19401748.mp3,3.98,2.31,0.579,0.0000,0.0000,você sabe que tipo de pacote foi,você sabe que tipo de pacote foi
local,common_voice_pt_19401750.mp3,4.30,2.41,0.562,0.2222,0.0638,pedro abraçou seu ursinho o mais forte que pôde,pedro abarçou seu ursinho o mais forte que pode
local,common_voice_pt_19401751.mp3,3.22,2.23,0.694,0.0000,0.0000,você acha que você fez,você acha que você fez
local,common_voice_pt_19401755.mp3,3.82,2.28,0.597,0.2500,0.0750,aposto que é 1 mandado para minha prisão,aposto que é o mandado para a minha prisão
local,common_voice_pt_19401753.mp3,2.98,2.48,0.833,0.0000,0.0000,aqui é meu filho,aqui é meu filho
local,common_voice_pt_36376507.mp3,7.02,2.47,0.351,0.0000,0.0000,1 homem é como 1 cadeado para cada 1 a chave deve ser selecionada,1 homem é como 1 cadeado para cada 1 a chave deve ser selecionada
local,common_voice_pt_36376501.mp3,4.25,2.33,0.548,0.0000,0.0000,a sociedade é 1 ferramenta de fraude,a sociedade é 1 ferramenta de fraude
local,common_voice_pt_36376503.mp3,6.30,2.31,0.366,0.3333,0.0909,liquida a indústria nacional impede o progresso do país,líquida indústria nacional impede progresso do país
local,common_voice_pt_36376494.mp3,6.30,2.40,0.380,0.0000,0.0000,o homem acredita firmemente porque ele adota 1 crença sem aprofundamento,o homem acredita firmemente porque ele adota 1 crença sem aprofundamento
local,common_voice_pt_36376495.mp3,5.69,2.32,0.407,0.1111,0.0182,1 homem com cabelo comprido sendo parado por seguranças,1 homem com cabelo comprido sendo parado por segurança
local,common_voice_pt_36376500.mp3,5.69,2.40,0.422,0.1111,0.0377,caso você não corrija a deficiência ela será excluída,caso você não corrige a deficiência ela será excluída
local,common_voice_pt_36376502.mp3,6.12,2.60,0.424,0.0000,0.0000,1 pessoa está sentada em 1 borda de 1 rio em 1 cidade,1 pessoa está sentada em 1 borda de 1 rio em 1 cidade
local,common_voice_pt_36376505.mp3,4.36,2.30,0.527,0.0000,0.0000,continue tirando fotos e brincando com a neve,continue tirando fotos e brincando com a neve
local,common_voice_pt_36376504.mp3,6.12,2.38,0.389,0.0000,0.0000,eu queria rever o plano estratégico esta tarde mas ainda não consegui dizer,eu queria rever o plano estratégico esta tarde mas ainda não consegui dizer
local,common_voice_pt_36376498.mp3,3.53,2.21,0.627,0.0000,0.0000,oi como assim,oi como assim
local,common_voice_pt_36461399.mp3,5.69,2.37,0.416,0.0000,0.0000,é engraçado eles não entendem nada mas não param de falar,é engraçado eles não entendem nada mas não param de falar
local,common_voice_pt_36461382.mp3,5.58,2.30,0.412,0.0000,0.0000,tudo deve ser feito antes que você possa fazer isso,tudo deve ser feito antes que você possa fazer isso
local,common_voice_pt_36461368.mp3,6.41,2.48,0.387,0.1000,0.0294,eu vi algumas espigas de trigo particularmente grandes e esplêndidas,eu vi algumas espigas de trigo particularmente grandes e splendidas
local,common_voice_pt_36461381.mp3,3.53,2.28,0.646,0.0000,0.0000,eu prefiro futebol,eu prefiro futebol
local,common_voice_pt_36461367.mp3,4.25,2.21,0.521,0.0000,0.0000,isso me coloca em 1 buraco peculiar,isso me coloca em 1 buraco peculiar
local,common_voice_pt_36461366.mp3,5.40,2.35,0.435,0.2500,0.1250,o fucarão atingiu a costa noroeste ao entardecer,o furacão atingiu a costa noroeste ao interdizer
local,common_voice_pt_36461365.mp3,4.86,2.23,0.459,0.0000,0.0000,precisamos de muita coragem para chegar ao fim,precisamos de muita coragem para chegar ao fim
local,common_voice_pt_36461364.mp3,4.61,2.29,0.497,0.0000,0.0000,não se podem quebrar com nomeações,não se podem quebrar com nomeações
local,common_voice_pt_36461401.mp3,2.92,2.30,0.790,0.0000,0.0000,13 de maio,13 de maio
local,common_voice_pt_36466540.mp3,5.62,2.40,0.426,0.2000,0.0208,por que você está tão ansioso para chegar ao fim,porque você está tão ansioso para chegar ao fim
local,common_voice_pt_36466562.mp3,4.90,2.46,0.501,0.0000,0.0000,em palavras trabalho suave e duro,em palavras trabalho suave e duro
local,common_voice_pt_36466558.mp3,4.50,2.81,0.624,0.1429,0.0571,ela começa a dançar com 1 casamento,ela começa a dançar com casamento
local,common_voice_pt_36466542.mp3,6.59,3.04,0.461,0.0833,0.0312,entre todos os santos e a natividade entra no inverno da verdade,e entre todos os santos e a natividade entra no inverno da verdade
local,common_voice_pt_36466541.mp3,3.46,2.57,0.744,0.0000,0.0000,ela está com muito frio,ela está com muito frio
local,common_voice_pt_36466494.mp3,5.69,2.67,0.469,0.0000,0.0000,quem brinca com fogo acaba queimando,quem brinca com fogo acaba queimando
local,common_voice_pt_36466559.mp3,5.40,2.33,0.432,0.1250,0.0200,ainda depois daquele primeiro 1000000 antes dos 30,ainda depois aquele primeiro 1000000 antes dos 30
local,common_voice_pt_36466538.mp3,5.58,2.54,0.456,0.2000,0.0455,susan envolveu cada presente individualmente,suza envolveu cada presente individualmente
