meeting,persona,story,independente,negociavel,valiosa,estimavel,pequena,testavel,conformant,justification
meeting_0,Consumidor / Comprador,"Como comprador, eu quero que o controle remoto tenha uma forma compacta e elegante para que seja fácil de guardar e transportar",True,True,True,False,False,False,False,"Falta critérios de aceitação objetivos (dimensões, peso, materiais), tornando-a difícil de estimar e testar. Escopo amplo que pode envolver design, engenharia e testes de usabilidade."
meeting_0,Consumidor / Comprador,"Como comprador, eu quero que o controle remoto tenha cores vibrantes e atraentes para que se destaque visualmente entre outros produtos",True,True,True,False,True,False,False,"Falta clareza sobre quais cores são 'vibrantes' e 'atraentes', tornando a estimativa e testes subjetivos e não verificáveis objetivamente."
meeting_0,Consumidor / Comprador,"Como comprador, eu quero que o controle remoto tenha uma sensação agradável ao toque com materiais de qualidade para validar a compra",True,True,True,False,True,False,False,"História carece de critérios de aceitação objetivos e mensuráveis para 'sensação agradável' e 'qualidade', tornando-a não estimável e não testável."
meeting_0,Consumidor / Comprador,"Como comprador, eu quero que o controle remoto tenha um bom custo-benefício para justificar meu investimento",False,False,True,False,True,False,False,"História vaga e subjetiva. 'Bom custo-benefício' é indefinido, sem critérios de aceitação mensuráveis, e não descreve uma funcionalidade específica implementável."
meeting_0,Consumidor / Comprador,"Como comprador, eu quero que o controle remoto seja seguro e feito com materiais não-tóxicos para ter confiança na qualidade do produto",False,True,True,False,False,False,False,"História muito ampla, mistura múltiplos requisitos (segurança e materiais), sem critérios de aceitação claros e verificáveis, e depende de decisões de design e fornecimento."
meeting_0,Criança / Usuário Infantil,"Como criança, eu quero que o controle remoto tenha botões com formas especiais e divertidas para tornar o uso mais interessante",True,True,True,False,False,False,False,"Falta especificação de quais formas, critérios de diversão e aceitação, tornando difícil estimar e testar; escopo amplo para uma iteração."
meeting_0,Criança / Usuário Infantil,"Como criança, eu quero que o controle remoto tenha poucos botões com símbolos visuais claros para que eu entenda facilmente como usar",True,True,True,False,False,False,False,"História vaga em escopo (quantos botões? quais símbolos?), sem critérios de aceitação mensuráveis e potencialmente grande para uma iteração."
meeting_0,Criança / Usuário Infantil,"Como criança, eu quero que o controle remoto seja feito com materiais completamente seguros e não-tóxicos para que seja seguro colocar na boca",True,True,True,False,False,True,False,"História valiosa e clara, mas muito ampla (envolve redesign completo do produto) e difícil de estimar sem especificar materiais e processos de validação de segurança."
meeting_0,Criança / Usuário Infantil,"Como criança, eu quero que o controle remoto seja resistente a danos causados por uso infantil para que durável e seguro",True,True,True,False,False,False,False,História vaga em escopo e critérios de aceitação. Não define claramente o que é 'resistente a danos' nem como testar/estimar. Muito ampla para uma iteração.
meeting_0,Pessoa com Deficiência ou Mobilidade Reduzida,"Como pessoa com mobilidade reduzida, eu quero operar o controle remoto com uma mão para poder assistir televisão independentemente",True,True,True,False,False,False,False,"História valiosa e independente, mas muito ampla (abrange design, hardware, testes de usabilidade), sem critérios de aceitação claros e difícil de estimar sem mais detalhes técnicos."
meeting_0,Pessoa com Deficiência ou Mobilidade Reduzida,"Como pessoa com mobilidade reduzida, eu quero alcançar todos os botões principais sem reposicionar o controle remoto para maior comodidade",True,True,True,False,False,False,False,"História valiosa e negociável, mas muito ampla (abrange design ergonômico completo), sem critérios de aceitação claros e esforço difícil de estimar sem especificações de layout e alcance."
meeting_0,Pessoa com Deficiência ou Mobilidade Reduzida,"Como pessoa com mãos pequenas, eu quero que o controle remoto seja dimensionado para que eu consiga alcançar facilmente todos os botões",True,True,True,False,False,False,False,"História valiosa e negociável, mas muito ampla, sem critérios de aceitação claros e difícil de estimar sem especificar dimensões exatas e população-alvo."
meeting_0,Pessoa com Deficiência ou Mobilidade Reduzida,"Como pessoa com sensibilidade tátil reduzida, eu quero que os botões sejam elevados e macios para que eu sinta claramente quando pressiono",True,True,True,False,False,False,False,"História valiosa e independente, mas vaga em especificações técnicas (altura, maciez, material), sem critérios de aceitação mensuráveis e potencialmente ampla para uma iteração."
meeting_0,Pessoa com Deficiência ou Mobilidade Reduzida,"Como pessoa com dificuldade motora, eu quero usar comandos de voz para controlar a televisão sem precisar pressionar botões",True,True,True,False,False,True,False,"História valiosa e clara, mas muito ampla (integração de reconhecimento de voz, mapeamento de comandos, testes com múltiplos modelos de TV) e com estimativa complexa por envolver tecnologias externas."
meeting_0,Pessoa com Deficiência ou Mobilidade Reduzida,"Como pessoa com mobilidade reduzida, eu quero que o controle remoto tenha design ergonômico e confortável para uso prolongado",True,True,True,False,False,False,False,"História valiosa e negociável, mas muito ampla, sem critérios de aceitação claros e difícil de estimar. Requer decomposição em histórias menores com requisitos específicos (tamanho, peso, botões, etc.)."
meeting_0,Usuário de Voz / Usuário com Limitações Motoras,"Como usuário com limitações motoras, eu quero usar reconhecimento de voz para controlar a televisão através de comandos verbais",False,True,True,False,False,True,False,"História ampla que depende de integrações externas (API de voz, controle TV) e abrange múltiplos comandos, necessitando decomposição em histórias menores."
meeting_0,Usuário de Voz / Usuário com Limitações Motoras,"Como usuário de voz, eu quero que o reconhecimento de voz seja preciso e confiável para que meus comandos sejam executados corretamente",False,False,True,False,False,False,False,"História muito ampla e vaga. Não define escopo específico, critérios de aceitação mensuráveis, nem qual aspecto do reconhecimento de voz será abordado. Carece de detalhes para estimativa e testes objetivos."
meeting_0,Usuário de Voz / Usuário com Limitações Motoras,"Como usuário de voz, eu quero que o reconhecimento de voz funcione em diferentes ambientes com níveis variados de ruído",False,True,True,False,False,False,False,"História muito ampla, sem critérios de aceitação claros, abrange múltiplos cenários de ruído e pode depender de outras funcionalidades base de reconhecimento de voz."
meeting_0,Usuário de Voz / Usuário com Limitações Motoras,"Como usuário, eu quero que o reconhecimento de voz seja um diferencial competitivo do produto para justificar minha escolha de compra",False,False,False,False,False,False,False,"Não é uma história de usuário, mas um objetivo de negócio vago. Falta ator específico, ação concreta, critérios de aceitação e escopo definido."
meeting_0,Usuário de Voz / Usuário com Limitações Motoras,"Como usuário de voz, eu quero que o controle remoto execute comandos de voz para mudar canais, controlar volume e acessar menus",False,True,True,False,False,False,False,"História muito ampla, agrupa múltiplas funcionalidades (3 comandos distintos), sem critérios de aceitação claros e sem definição de dependências de integração com sistema de reconhecimento de voz."
meeting_113,Usuário Final / Telespectador,"Como Usuário Final, eu quero que o controle remoto tenha materiais macios e sensorialmente agradáveis para me proporcionar conforto durante o uso prolongado enquanto assisto TV",True,True,True,False,False,False,False,"Falta especificação de materiais, critérios de aceitação mensuráveis e escopo claro de implementação. Muito ampla e subjetiva (conforto/agradável)."
meeting_113,Usuário Final / Telespectador,"Como Usuário Final, eu quero que o controle remoto tenha cores vibrantes e design visualmente atraente para que ele seja esteticamente agradável e reflita meu gosto por inovação",True,True,False,False,True,False,False,"História carece de valor mensurável, critérios de aceitação objetivos e estimabilidade devido à subjetividade de 'cores vibrantes' e 'visualmente atraente' sem especificação clara."
meeting_113,Usuário Final / Telespectador,"Como Usuário Final, eu quero que o controle remoto tenha um grip ergonômico e confortável para manipulá-lo facilmente durante sessões de visualização",True,True,True,False,False,False,False,"Falta clareza nos critérios de aceitação (o que é 'ergonômico'?), é ampla demais para uma iteração (envolve design físico, testes de usabilidade) e difícil de estimar sem especificações técnicas."
meeting_113,Usuário Final / Telespectador,"Como Usuário Final, eu quero que o controle remoto responda rapidamente aos meus comandos de botão para mudar de canal ou ajustar volume sem atraso",True,True,True,False,False,False,False,"Falta definição de 'rapidamente' (métrica de tempo), escopo amplo (múltiplas funcionalidades) e critérios de aceitação mensuráveis."
meeting_113,Usuário Final / Telespectador,"Como Usuário Final, eu quero que o controle remoto tenha bateria com longa duração para não precisar trocar ou carregar frequentemente durante meu uso",True,True,True,False,False,False,False,"História vaga sobre bateria sem critérios de aceitação mensuráveis (quanto é 'longa duração'?), sem estimativa viável e potencialmente ampla para uma iteração."
meeting_113,Usuário Avançado / Early Adopter,"Como Usuário Avançado, eu quero que o controle remoto reconheça meus comandos de voz para controlar a TV sem precisar apontar ou pressionar botões",False,True,True,False,False,False,False,"História ampla que depende de integração com reconhecimento de voz (terceiros), falta critérios de aceitação claros e é complexa demais para uma iteração."
meeting_113,Usuário Avançado / Early Adopter,"Como Usuário Avançado, eu quero que o controle remoto tenha scroll-wheels integrados para navegar menus e ajustar configurações de forma intuitiva e diferenciada",True,True,True,False,False,False,False,"História ampla e vaga sobre hardware (scroll-wheels) sem critérios de aceitação claros, dificultando estimativa e teste. Envolve design físico complexo."
meeting_113,Usuário Avançado / Early Adopter,"Como Usuário Avançado, eu quero que o controle remoto tenha design moderno e inovador para que ele reflita meu interesse por tecnologia de ponta",True,True,False,False,True,False,False,"História falha em critérios essenciais: valor é subjetivo (design 'moderno' não é benefício mensurável), falta testabilidade (sem critérios de aceitação claros) e estimabilidade (termos vagos como 'inovador' impedem estimativa precisa)."
meeting_113,Usuário Avançado / Early Adopter,"Como Usuário Avançado, eu quero que o controle remoto mantenha facilidade de uso apesar das funcionalidades inovadoras para que eu não precise de curva de aprendizado complexa",False,True,True,False,False,False,False,"História vaga e ampla: não define quais funcionalidades inovadoras, carece de critérios de aceitação mensuráveis, depende de outras histórias de funcionalidades, e 'facilidade de uso' é subjetivo e não testável."
meeting_113,Usuário Conservador / Grupo Mais Velho,"Como Usuário Conservador, eu quero que o controle remoto use materiais familiares e confiáveis para que eu sinta segurança e confiança no dispositivo",True,True,True,False,False,False,False,"História vaga em escopo e critérios de aceitação. Termos como 'materiais familiares', 'confiáveis' e 'segurança' são subjetivos e não mensuráveis, impossibilitando estimativa e testes objetivos."
meeting_113,Usuário Conservador / Grupo Mais Velho,"Como Usuário Conservador, eu quero que o controle remoto tenha uma capa intercambiável com design tradicional para que eu possa personalizar o visual conforme minha preferência",True,True,True,True,True,False,False,"Falta critérios de aceitação verificáveis para 'design tradicional' e 'personalizar conforme preferência', tornando a validação subjetiva."
meeting_113,Usuário Conservador / Grupo Mais Velho,"Como Usuário Conservador, eu quero que o controle remoto tenha funcionalidades básicas e confiáveis para que eu possa usá-lo sem dificuldades",True,True,True,False,False,False,False,"História muito vaga: 'funcionalidades básicas' e 'confiáveis' carecem de definição clara, impossibilitando estimativa precisa, verificação objetiva e delimitação de escopo para uma iteração."
meeting_117,Telespectador / Usuário Doméstico,"Como telespectador, eu quero mudar de canal usando botões dedicados no controle remoto para navegar rapidamente entre os programas que desejo assistir",True,True,True,True,True,True,True,"História bem estruturada que atende todos os critérios INVEST: é autossuficiente, descreve intenção sem detalhar implementação, entrega valor claro ao usuário, permite estimativa de esforço, é focada e possui critérios de aceitação verificáveis (mudança de canal funciona com botões dedicados)."
meeting_117,Telespectador / Usuário Doméstico,"Como telespectador, eu quero ajustar o volume usando botões dedicados no controle remoto para controlar o nível de som da televisão",True,True,True,True,True,False,False,"História bem estruturada, mas carece de critérios de aceitação explícitos para ser testável (ex: incrementos de volume, limites mín/máx, feedback visual)."
meeting_117,Telespectador / Usuário Doméstico,"Como telespectador, eu quero inserir números de canais diretamente usando teclas numéricas no controle remoto para acessar canais específicos rapidamente",True,True,True,True,True,True,True,"História bem definida, focada em uma funcionalidade específica de navegação de canais, com valor claro ao usuário e critérios de aceitação verificáveis."
meeting_117,Telespectador / Usuário Doméstico,"Como telespectador, eu quero um controle remoto com design elegante e sofisticado para que seja um acessório visualmente atraente na minha sala de estar",True,True,True,False,True,False,False,"Critérios 'elegante' e 'sofisticado' são subjetivos, dificultando estimativa e testes objetivos. Faltam critérios de aceitação mensuráveis."
meeting_117,Telespectador / Usuário Doméstico,"Como telespectador, eu quero um controle remoto com ergonomia adequada e fácil de usar para operar confortavelmente durante longas sessões de visualização",True,False,True,False,False,False,False,"História muito vaga sobre 'ergonomia adequada' e 'fácil de usar' sem critérios mensuráveis, muito ampla para uma iteração e sem especificação clara de implementação."
meeting_117,Adolescente / Jovem Adulto Personalizador,"Como jovem adulto personalizador, eu quero adquirir capas intercambiáveis para o controle remoto para expressar minha personalidade e estilo individual",True,True,True,False,False,False,False,"História valiosa e negociável, mas muito ampla (envolve design, fabricação, logística, catálogo) e sem critérios de aceitação claros para ser testável ou estimável."
meeting_117,Adolescente / Jovem Adulto Personalizador,"Como jovem adulto personalizador, eu quero escolher entre múltiplos designs e temas (como frutas) para meu controle remoto para que ele reflita tendências de moda atuais",True,True,True,False,False,False,False,"História valiosa e negociável, mas muito ampla (múltiplos designs/temas), sem critérios de aceitação claros e difícil de estimar sem especificação de quantidade de designs e complexidade de implementação."
meeting_117,Adolescente / Jovem Adulto Personalizador,"Como jovem adulto personalizador, eu quero capas com materiais inovadores e texturas diferenciadas (como spongy) para ter uma experiência tátil única",True,True,True,False,False,False,False,"História valiosa e negociável, mas muito ampla (múltiplos materiais/texturas), com critérios de aceitação vagos ('experiência tátil única') e esforço difícil de estimar sem especificações técnicas."
meeting_117,Adolescente / Jovem Adulto Personalizador,"Como jovem adulto personalizador, eu quero ter meu próprio controle remoto com design único para que eu possa ter controle exclusivo sobre o que assistir",True,True,True,False,False,False,False,"História vaga em escopo técnico (o que é 'design único'?), sem critérios de aceitação claros, e potencialmente ampla demais para uma iteração."
meeting_117,Membro da Família (Adulto),"Como membro da família, eu quero usar um controle remoto com interface simples e intuitiva para operar a televisão sem dificuldades",True,True,True,False,False,False,False,"História valiosa e negociável, mas muito ampla, sem critérios de aceitação claros e com escopo indefinido de 'interface simples e intuitiva'."
meeting_117,Membro da Família (Adulto),"Como membro da família, eu quero botões grandes e bem espaçados no controle remoto para alcançá-los facilmente durante o uso",True,True,True,True,True,False,False,"Falta critérios de aceitação mensuráveis (tamanho mínimo dos botões, espaçamento em mm, teste de acessibilidade)."
meeting_117,Membro da Família (Adulto),"Como membro da família, eu quero ter meu próprio controle remoto para poder fazer minhas próprias escolhas de programação independentemente de outros membros",True,True,True,False,False,False,False,"História valiosa e independente, mas muito ampla (envolve hardware, pareamento, autenticação, persistência), sem critérios de aceitação claros e esforço difícil de estimar."
meeting_117,Membro da Família (Adulto),"Como membro da família, eu quero um controle remoto que funcione com minha televisão específica para poder operá-la sem necessidade de sincronização complexa",True,True,True,False,False,False,False,"História vaga sobre 'sincronização complexa' sem critérios de aceitação claros, escopo amplo (compatibilidade com múltiplos modelos de TV) e esforço não estimável sem detalhes técnicos."
meeting_117,Consumidor de Eletrônicos / Comprador,"Como consumidor de eletrônicos, eu quero adquirir um controle remoto com preço competitivo (em torno de 12,50 Euros) para obter bom custo-benefício",True,True,True,False,False,False,False,"História carece de critérios de aceitação verificáveis, escopo amplo (envolve sourcing, negociação com fornecedores, logística) e falta clareza sobre o que torna o preço 'competitivo'."
meeting_117,Consumidor de Eletrônicos / Comprador,"Como consumidor de eletrônicos, eu quero um controle remoto com design elegante e inovador para que seja um investimento que reflita qualidade e modernidade",True,True,True,False,False,False,False,"História carece de critérios de aceitação objetivos, escopo amplo (design + inovação) e termos subjetivos (elegante, qualidade) que dificultam estimativa e testes."
meeting_117,Consumidor de Eletrônicos / Comprador,"Como consumidor de eletrônicos, eu quero um controle remoto que inclua todas as funcionalidades essenciais (power, channel, volume, number keys) para ter um dispositivo completo e funcional",False,False,True,False,False,False,False,"História muito ampla, sem critérios de aceitação claros, agrupa múltiplas funcionalidades e não é negociável (lista fechada de requisitos)."
meeting_117,Fabricante / Distribuidor,"Como fabricante, eu quero incluir um controle remoto com identidade visual corporativa (cores e logo da empresa) para reforçar a marca nos televisores que distribuo",True,True,True,False,False,True,False,"História valiosa e negociável, mas muito ampla (envolve design, fabricação, testes de qualidade) e com estimativa complexa por depender de processos de manufatura."
meeting_117,Fabricante / Distribuidor,"Como fabricante, eu quero um controle remoto que seja economicamente viável de produzir para manter custos de manufatura dentro do orçamento",False,True,True,False,False,False,False,"História muito ampla e vaga, sem critérios de aceitação claros, dependente de decisões de design/fornecedores e sem estimativa viável de esforço."
meeting_117,Fabricante / Distribuidor,"Como fabricante, eu quero fornecer um controle remoto com funcionalidades essenciais que justifiquem sua inclusão como acessório padrão com novos televisores",False,False,True,False,False,False,False,"História muito ampla e vaga, mistura objetivo de negócio com requisito técnico, sem critérios de aceitação claros e sem definição de 'funcionalidades essenciais'."
meeting_127,Telespectador Idoso,"Como telespectador idoso, eu quero um controle remoto com botões grandes e claramente identificados para que eu possa usá-lo facilmente sem dificuldades visuais ou motoras",True,True,True,True,True,False,False,"História bem estruturada, mas carece de critérios de aceitação explícitos e mensuráveis para validação objetiva (ex: tamanho mínimo dos botões em mm, contraste de cores em WCAG)."
meeting_127,Telespectador Idoso,"Como telespectador idoso, eu quero um controle remoto com layout familiar e padrão (botões numéricos 0-9, volume, canal) para que eu possa usar sem necessidade de aprender novos padrões de interação",True,True,True,True,True,True,True,"História bem estruturada que atende todos os critérios INVEST: não depende de outras, foca na intenção (layout familiar), entrega valor claro, é estimável em escopo, cabe em uma iteração e permite testes de usabilidade e funcionalidade dos controles."
meeting_127,Telespectador Idoso,"Como telespectador idoso, eu quero um controle remoto com design ergonômico que minimize o esforço repetitivo para que eu possa usar por longos períodos sem desconforto ou lesão",True,True,True,False,False,False,False,"História valiosa e negociável, mas muito ampla (design ergonômico completo), com critérios de aceitação vagos (desconforto/lesão são subjetivos) e difíceis de estimar sem decomposição."
meeting_127,Telespectador Idoso,"Como telespectador idoso, eu quero acessar facilmente as funções básicas de TV (ligar/desligar, volume, canal, teletext, legendas) sem botões desnecessários para que eu possa operar o controle com confiança",True,True,True,False,False,True,False,História bem estruturada mas ampla demais (múltiplas funções) e com estimativa difícil pela complexidade de design de UX/acessibilidade envolvida.
meeting_127,Telespectador Jovem/Adulto,"Como telespectador jovem/adulto, eu quero um controle remoto com design moderno e inovador (como scroll-wheel para navegação de canais) para que eu possa desfrutar de uma experiência de uso mais sofisticada e intuitiva",True,True,True,False,False,False,False,"História ampla envolvendo design industrial, engenharia de hardware e múltiplas funcionalidades; critérios de aceitação vagos e difíceis de verificar objetivamente."
meeting_127,Telespectador Jovem/Adulto,"Como telespectador jovem/adulto, eu quero um controle remoto com opções de personalização visual (capas intercambiáveis) para que eu possa expressar meu estilo pessoal e customizar o dispositivo",True,True,True,True,False,True,False,"História bem estruturada, mas abrange múltiplas funcionalidades (design de capas, sistema de encaixe, catálogo de opções) que excedem uma iteração típica."
meeting_127,Telespectador Jovem/Adulto,"Como telespectador jovem/adulto, eu quero um controle remoto com display LCD integrado para que eu possa ter acesso a informações adicionais e funcionalidades avançadas de forma elegante",False,True,True,False,False,False,False,"História ampla e vaga sobre hardware complexo, sem critérios de aceitação claros, dependências de componentes físicos e esforço não estimável para uma iteração."
meeting_127,Usuário com Necessidades de Acessibilidade,"Como usuário com necessidades de acessibilidade, eu quero um controle remoto com botões grandes e bem espaçados para que eu possa operá-lo com precisão sem erros de toque",True,True,True,True,True,False,False,"Atende 5 de 6 critérios INVEST. Falha em testabilidade por não possuir critérios de aceitação explícitos e mensuráveis (ex: tamanho mínimo dos botões, espaçamento mínimo em mm)."
meeting_127,Usuário com Necessidades de Acessibilidade,"Como usuário com necessidades de acessibilidade, eu quero um controle remoto com design ergonômico que minimize o esforço repetitivo para que eu possa usar sem agravar lesões por esforço repetitivo (RSI)",True,True,True,False,False,False,False,"História valiosa e negociável, mas muito ampla (design ergonômico completo), sem critérios de aceitação mensuráveis e difícil de estimar. Deveria ser dividida em histórias menores focadas em aspectos específicos (botões, peso, forma, etc.)."
meeting_127,Usuário com Necessidades de Acessibilidade,"Como usuário com necessidades de acessibilidade, eu quero botões com cores contrastantes em relação ao corpo do controle para que eu possa identificá-los visualmente com facilidade",True,True,True,True,True,False,False,"História bem estruturada, mas critérios de aceitação sobre 'contraste adequado' são subjetivos e difíceis de verificar objetivamente sem especificação de padrões (WCAG, razão de contraste mínima)."
meeting_127,Telespectador Casual,"Como telespectador casual, eu quero um controle remoto simples com apenas as funções essenciais (ligar/desligar, volume, canal) para que eu possa operar a TV sem complicações",True,True,True,True,True,False,False,"História bem estruturada, mas carece de critérios de aceitação explícitos e verificáveis para validar a 'simplicidade' e 'sem complicações'."
meeting_127,Telespectador Casual,"Como telespectador casual, eu quero um controle remoto confiável e de baixo custo para que eu possa adquiri-lo sem investimento significativo",False,True,True,False,False,False,False,"História muito ampla e vaga, mistura requisitos de produto (confiabilidade, custo) sem critérios de aceitação claros, dependendo de decisões de design e fornecimento não especificadas."
meeting_127,Telespectador Casual,"Como telespectador casual, eu quero acessar facilmente as funções de teletext e legendas quando necessário para que eu possa usufruir de funcionalidades adicionais sem complexidade",True,True,True,False,False,False,False,"História vaga em escopo e critérios de aceitação. Termos como 'facilmente', 'funcionalidades adicionais' e 'sem complexidade' são subjetivos e não mensuráveis. Abrange múltiplas funcionalidades (teletext E legendas) que deveriam ser histórias separadas."
meeting_2,Telespectador / Usuário Doméstico de TV,"Como telespectador, eu quero um controle remoto com design atraente e moderno para me sentir satisfeito com a aparência do produto que uso diariamente",True,True,True,False,False,False,False,Critérios de design 'atraente' e 'moderno' são subjetivos e não mensuráveis; escopo amplo abrange múltiplos aspectos de design sem clareza de implementação.
meeting_2,Telespectador / Usuário Doméstico de TV,"Como telespectador, eu quero um controle remoto com poucos botões intuitivos para operar facilmente sem confusão ou complexidade",True,True,True,False,False,False,False,"História vaga sem critérios de aceitação claros, escopo amplo ('poucos botões' é indefinido) e impossível estimar sem especificações técnicas."
meeting_2,Telespectador / Usuário Doméstico de TV,"Como telespectador, eu quero um controle remoto com design ergonômico e orgânico para ter conforto durante o uso prolongado",True,True,True,False,False,False,False,"História vaga em requisitos técnicos (design ergonômico/orgânico indefinido), sem critérios de aceitação mensuráveis e escopo amplo para uma iteração."
meeting_2,Telespectador / Usuário Doméstico de TV,"Como telespectador, eu quero um controle remoto com recurso de localização para encontrá-lo rapidamente quando o perco",True,True,True,False,False,False,False,"História valiosa e negociável, mas muito ampla (envolve hardware, software, conectividade, bateria), difícil de estimar e testar sem critérios de aceitação claros."
meeting_2,Telespectador / Usuário Doméstico de TV,"Como telespectador, eu quero operar o controle remoto por voz para ter uma forma alternativa e intuitiva de controlar a TV",False,True,True,False,False,False,False,"História ampla que depende de infraestrutura de reconhecimento de voz, carece de critérios de aceitação específicos e abrange múltiplas iterações (captura de áudio, processamento, mapeamento de comandos, feedback)."
meeting_2,Telespectador / Usuário Doméstico de TV,"Como telespectador, eu quero um controle remoto feito com material durável e de qualidade para que ele resista ao uso diário prolongado",True,True,True,False,False,False,False,"História vaga sobre durabilidade sem critérios de aceitação mensuráveis, escopo amplo e requisitos técnicos indefinidos (qual material? qual nível de resistência?)."
meeting_2,Criança / Usuário Infantil,"Como criança, eu quero um controle remoto feito com materiais seguros e não-tóxicos para que não me machuque se eu o colocar na boca ou mastigar",True,True,True,False,False,False,False,"História valiosa e independente, mas muito ampla (envolve seleção de materiais, testes toxicológicos, certificações), sem critérios de aceitação claros e difícil de estimar sem quebra em tarefas menores."
meeting_2,Criança / Usuário Infantil,"Como criança, eu quero um controle remoto resistente a manuseio agressivo para que ele não se quebre facilmente quando eu o seguro com força",True,True,True,False,False,False,False,"História valiosa e independente, mas muito ampla (envolve design, materiais, testes de resistência), sem critérios de aceitação claros e difícil de estimar sem especificações técnicas de resistência."
meeting_30,Telespectador Casual,"Como Telespectador Casual, eu quero um controle remoto com apenas os botões essenciais (ligar/desligar, seleção de canal, volume) para não me confundir com funcionalidades desnecessárias",True,True,True,True,True,False,False,"História bem estruturada, mas carece de critérios de aceitação explícitos e mensuráveis para validar o que significa 'não confundir' e quais botões são realmente 'essenciais'."
meeting_30,Telespectador Casual,"Como Telespectador Casual, eu quero um controle remoto com design elegante e esteticamente agradável para me sentir satisfeito com o produto",True,True,True,False,True,False,False,"Critérios de design e satisfação são subjetivos e não possuem métricas verificáveis claras, dificultando estimativa e testes objetivos."
meeting_30,Telespectador Casual,"Como Telespectador Casual, eu quero localizar meu controle remoto facilmente quando o perco para não perder tempo procurando",False,True,True,False,False,False,False,"História vaga sem critérios de aceitação claros, depende de decisões técnicas não definidas (localização, tecnologia), e escopo amplo demais para uma iteração."
meeting_30,Telespectador Casual,"Como Telespectador Casual, eu quero um controle remoto ergonômico que não cause desconforto em uso prolongado para evitar lesões por esforço repetitivo",True,True,True,False,False,False,False,"História valiosa e independente, mas muito ampla (design ergonômico completo), com critérios de aceitação vagos (desconforto, lesões) e esforço difícil de estimar sem especificações técnicas."
